,GroupSize,Maximal Similarity,Maximal Similarity(Refined) 
366,368,0.306198501822,0.630244609895
367,369,0.244754064468,0.434565836004
368,370,0.228469083969,0.291599125543
369,371,0.455079953657,0.519573996488
370,372,0.304603286522,0.498449694481
371,373,0.235438605713,0.352767175418
372,374,0.344720154721,0.344720154721
373,375,0.409321283419,0.409321283419
374,376,0.18017632727,0.377342536969
375,377,0.226100463819,0.343662315363
376,378,0.20210571604,0.385029213336
377,379,0.486625964183,0.827791238562
378,380,0.166517958749,0.340413732421
379,381,0.310972530822,0.310972530822
380,382,0.157557476985,0.211307095449
381,383,0.260356040594,0.422989240739
382,384,0.148264150437,0.227965622585
383,385,0.221885629813,0.337196631031
384,386,0.276635811948,0.403077424839
385,387,0.22093324688,0.35081052539
386,388,0.19093844182,0.26206595105
387,389,0.157923913072,0.315439376904
388,390,0.250478569713,0.250478569713
389,391,0.221665801346,0.35750846132
390,392,0.292337491044,0.743269701905
391,393,0.194116029571,0.301570244258
392,394,0.162660508169,0.228744221251
393,395,0.317856758051,0.45090320593
394,396,0.250777552466,0.622046723665
395,397,0.391331365824,0.541095101703
396,398,0.187411105253,0.25451722095
397,399,0.329152694213,0.499355161915
398,400,0.348453640388,0.348453640388
399,401,0.368618400793,0.74671789783
400,402,0.547538381516,0.547538381516
401,403,0.362771924342,0.721393579517
402,404,0.206916155492,0.276728837217
403,405,0.217220286405,0.308386952721
404,406,0.434730539661,0.797267898119
405,407,0.200268062032,0.496216935569
406,408,0.266150540328,0.55928673048
407,409,0.283648632736,0.55825770094
408,410,0.232989000567,0.44585128753
409,411,0.200350742513,0.315542917888
410,412,0.134552332646,0.171201636764
411,413,0.2398505298,0.711991407684
412,414,0.368432718317,0.368432718317
413,415,0.239342272786,0.239342272786
414,416,0.263746008465,0.443157254738
415,417,0.210244272748,0.417114244933
416,418,0.166053848444,0.215688690955
417,419,0.207460336581,0.328066523039
418,420,0.45953234778,0.716343202202
419,421,0.497842393612,0.576204647599
420,422,0.236436265772,0.434655013634
421,423,0.171502584002,0.255912045609
422,424,0.280933127834,0.724253523274
423,425,0.205849094426,0.260041239196
424,426,0.186375243189,0.256372829961
425,427,0.196585290362,0.276525803419
426,428,0.227056977705,0.30999251622
427,429,0.164906943854,0.216867050517
428,430,0.245259264364,0.536788743283
429,431,0.306144572578,0.393189782574
430,432,0.221483721274,0.332162807719
431,433,0.215086243096,0.320345620106
432,434,0.2717126872,0.380637375682
433,435,0.205303419947,0.276227115343
434,436,0.194792126344,0.261494264096
435,437,0.271356419405,0.38494888181
436,438,0.259196550369,0.390839260447
437,439,0.199159555556,0.269274249329
438,440,0.237680574118,0.417376327833
439,441,0.127048894837,0.258577097661
440,442,0.5,0.5
441,443,0.169609515196,0.235819878553
442,444,0.3192472416,0.879067569541
443,445,0.175178214054,0.234211322065
444,446,0.175266664935,0.238307573631
445,447,0.163484455888,0.322641724815
446,448,0.44348184476,0.516774336041
447,449,0.147724322873,0.185283924508
448,450,0.194403824959,0.264108486545
449,451,0.203402883053,0.308044515602
450,452,0.382922817259,0.645470961679
451,453,0.282609220901,0.6023784151
452,454,0.143935800094,0.272565713069
453,455,0.195393661636,0.23145007785
454,456,0.293895795647,0.42488748325
455,457,0.255047118039,0.379913608114
456,458,0.225978827598,0.542436061653
457,459,0.260228272442,0.351012117912
458,460,0.263146299732,0.620272243023
459,461,0.238735399047,0.329151626033
460,462,0.218670085426,0.438318020057
461,463,0.182067737898,0.253612171806
462,464,0.211620101863,0.322306370731
463,465,0.145393026735,0.224371688971
464,466,0.450563673701,0.622635975912
465,467,0.170582976724,0.322793310155
466,468,0.300496123945,0.450776705476
467,469,0.698464155034,1.0
468,470,0.144822240992,0.184646265251
469,471,0.165632074148,0.31852284654
470,472,0.172319227712,0.320375644801
471,473,0.175037834419,0.310367253073
